,ID,Employment_Status,Employment_Status_Aggregated,Work_as_Contractor_12m,Work_as_Perm,Residence_Country,Residence_District,Residence_District_Aggregated,Work_Company_Country,Work_Company_Continent,Work_Company_PT_International,Work_Company_PT_District,Work_Company_PT_District_Aggregated,Remote_Working_Current,Remote_Working_Current_Flexible_Office_Days,Remote_Working_due_to_Covid,Job_Remote_or_Office,Remote_Work_Opinion,Job_Role_Original,Job_Role_Other,Job_Role,Employer_Industry,Employer_Industry_Other,Employer_Org_Type,Employer_Org_Type_Other,Employer_Size,Language_JavaScript,Language_Bash/Shell/PowerShell,Language_SQL,Language_Java,Language_C#,Language_Python,Language_PHP,Language_C++,Language_C,Language_TypeScript,Language_Ruby,Language_Swift,Language_Objective-C,Language_VB.NET,Language_Assembly,Language_R,Language_Perl,Language_VBA,Language_Matlab,Language_Go,Language_Scala,Language_Groovy,Language_Coffee Script,Language_Visual Basic 6,Language_Lua,Language_Haskell,Language_HTML/CSS,Language_Kotlin,Language_Rust,Language_Elixir,Language_Clojure,Language_WebAssembly,Language_Dart,Language_Languages_N/A,Language_Languages_Other,Framework_jQuery,Framework_.NET,Framework_Angular/Angular.js,Framework_Ruby on Rails,Framework_React,Framework_Django,Framework_Laravel,Framework_Spring,Framework_Vue.js,Framework_Express,Framework_Meteor,Framework_Flask,Framework_Ember.js,Framework_Drupal,Framework_OutSystems,Framework_Framework_N/A,Framework_Framework_Other,Contractor_Avg_Project,Contractor_Avg_Project_Intervals,Contractor_Avg_Hour_Rate,Contractor_Avg_Annual_Salary,Perm_Current_Company_how_long,Perm_GAS,Perm_GAS_Avg,Perm_GAS_Low_Limit,Perm_GAS_High_Limit,Avg_Salary,Salary_Change,Salary_Fairness,Changing_Jobs_next_6_months,Job_Motivator_Work_life_balance,Job_Motivator_Compensation_and_benefits,Job_Motivator_Training/Development_programs_at_work,Job_Motivator_Career_growth_opportunities,Job_Motivator_Remote_working,Job_Motivator_Flexible_schedule,Job_Motivator_Company_culture,Job_Motivator_The_technologies_I'm_working_with,Job_Motivator_Versatility/Variety_of_projects,Job_Motivator_Freedom_to_choose_the_clients_and/or_projects,Job_Motivator_Being_autonomous_at_work,Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is,Job_Motivator_Environmentally_friendly/responsible_work_practice,Job_Perk_Meals_allowance/Company_provided_meals_or_snacks,Job_Perk_Transportation_benefit,Job_Perk_Health_benefits,Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership),Job_Perk_Computer/_Office_equipment_allowance,Job_Perk_Professional_development_sponsorship,Job_Perk_Annual_bonus,Job_Perk_Long-term_leave,Job_Perk_Parental_leave,Job_Perk_Stock_options_or_shares,Job_Perk_Education_sponsorship,Job_Perk_Child_care,Citizenship,Birth_Year,Age,Gender,English_Level,Way_Into_Tech,Way_Into_Tech_Other,Education_Level,Working_Experience,Working_Experience_Aggregated
848,849,Employed full-time,Permanent Employee,1.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Front-End Developer,,Front-End Developer,"Media, advertising, publishing, or entertainment",,Consulting Business,,10 - 19 employees,JavaScript,,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,Laravel,,Vue.js,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]5%,15%]",4,2.0,7,6,5,5,5,5,4,6,5,4,6,4,5,6,5,5,3,5,4,5,4,4,3,4,4,Portuguese,1997.0,24.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
849,850,Working as a Contractor/Freelancer,Contractor,,1.0,Portugal,Viseu,Centre,Portugal,Europe,Portugal,Viseu,Centre,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Full-Stack Developer,,Full-Stack Developer,Internet,,Startup (new business venture),,Less than 10 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,Python,PHP,C++,C,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,Laravel,,,,,,,,,,,3,Less than 3 months,20.0,32000.0,,,,,,32000,"]5%,15%]",4,4.0,7,6,6,5,6,6,6,7,5,4,5,6,7,4,4,4,2,3,5,4,5,5,4,4,4,Belgian,1986.0,35.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
850,851,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,USA,North America,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,Outsourcing,,20 - 99 employees,,,SQL,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angular/Angular.js,,React,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,3,5.0,7,6,7,7,4,4,6,7,3,4,5,7,4,2,1,7,3,7,7,3,1,7,7,5,7,Portuguese,1995.0,26.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
851,852,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,5.0,Scrum Master,,Scrum Master,Data and analytics,,"Scale-up (fast growing company aka ""unicorn"")",,100 - 499 employees,JavaScript,,,,C#,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Less than one year,€60.000 - €65.000,62500.0,60000.0,65000.0,62500,"]0%, 5%]",6,3.0,7,7,5,5,5,7,7,6,5,5,7,6,7,7,5,7,5,7,5,5,5,7,5,5,5,Portuguese,1979.0,42.0,Female,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
852,853,Working as a Contractor/Freelancer,Contractor,,0.0,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Solutions Architect,,Solutions Architect,Information technology,,Corporate,,1000 - 4.999 employees,JavaScript,,SQL,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,,,React,,,,,,,,,,,,,6,4 to 6 months,37.5,60000.0,,,,,,60000,Hasn't changed,5,3.0,6,6,6,5,5,5,5,7,4,4,6,5,6,3,3,5,5,7,6,6,5,5,5,5,5,Portuguese,1976.0,45.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
853,854,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"No, full office job",,,Full Office Job,7.0,Front-End Developer,,Front-End Developer,Marketing,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,JavaScript,,,,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,1,5.0,7,7,7,7,7,7,7,7,7,7,7,5,7,5,5,7,7,7,7,7,7,7,7,7,7,Portuguese,1976.0,45.0,Male,Native or bilingual proficiency,Self-taught,,Bachelor degree,More than 9 years,6+ years
854,855,Employed full-time,Permanent Employee,0.0,,Portugal,Faro,South,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Technical Team Leader,,Technical Team Leader,Consulting,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,,C#,,,,,,,,,VB.NET,,,,,,,,,,,,,HTML/CSS,,,,,,,,Visual FoxPro,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]5%,15%]",4,3.0,6,5,6,6,4,6,6,4,5,4,5,5,5,4,5,6,5,5,5,5,5,5,4,5,4,Portuguese,1976.0,45.0,Male,Professional working proficiency,University,,Bachelor degree,More than 9 years,6+ years
855,856,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,No specific country,,International,,,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Product Owner/Product Manager,,Product Owner/Product Manager,Data and analytics,,Corporate,,More than 5.000 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€70.000 - €75.000,72500.0,70000.0,75000.0,72500,Hasn't changed,6,2.0,6,7,5,7,4,7,7,4,5,6,6,7,4,4,5,6,4,7,7,7,7,7,7,5,7,Portuguese,1984.0,37.0,Male,Native or bilingual proficiency,University,,Bachelor degree,More than 9 years,6+ years
856,857,Employed full-time,Permanent Employee,0.0,,Portugal,Guarda,Centre,Portugal,Europe,Portugal,Castelo Branco,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,DevOps Engineer,,DevOps Engineer,Telecommunications,,Corporate,,More than 5.000 employees,JavaScript,,,Java,C#,,,C++,,,Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,Ruby on Rails,,,,,,,,,,,,,,,,,,More than 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,2,3.0,4,7,4,2,7,7,5,6,6,6,6,6,6,5,2,7,5,7,7,7,7,7,7,7,7,Portuguese,1989.0,32.0,Female,Professional working proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
857,858,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,USA,North America,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Back-End Developer,,Back-End Developer,Software as a service (saas) development,,Startup (new business venture),,500 - 999 employees,,,,,,,,,,,Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby on Rails,,,,,,,,,,,,,,,,,,Less than one year,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,Increased more than 15%,6,1.0,6,7,6,6,5,5,7,4,4,3,6,7,7,3,3,7,3,7,7,7,4,7,4,3,7,Portuguese,1991.0,30.0,Male,Professional working proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
858,859,Working as a Contractor/Freelancer,Contractor,,1.0,Portugal,Madeira,Azores and Madeira,Poland,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,UX/UI Designer,,UX/UI Designer,Data and analytics,,Startup (new business venture),,10 - 19 employees,,Bash/Shell/PowerShell,,,,Python,,,C,,,,,,,,,,,,,,,,,,,Kotlin,,,,,,,,jQuery,,,,React,Django,,,,,,,,,,,,9,7 to 12 months,7.0,11200.0,,,,,,11200,Increased more than 15%,5,2.0,5,7,5,5,5,6,5,5,4,4,6,6,5,4,5,5,5,6,6,5,4,6,4,4,5,Portuguese,1992.0,29.0,Male,Full professional proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
859,860,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Front-End Developer,,Front-End Developer,Software as a service (saas) development,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Increased more than 15%,2,3.0,7,6,2,5,7,7,4,7,4,3,6,4,5,6,5,3,7,7,3,5,4,5,3,2,5,Portuguese,1990.0,31.0,Male,Full professional proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
860,861,Employed full-time,Permanent Employee,0.0,,Portugal,Castelo Branco,Centre,Portugal,Europe,Portugal,Castelo Branco,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Front-End Developer,,Front-End Developer,Information technology,,Nearshore (outsource business processes to companies in a nearby country),,More than 5.000 employees,JavaScript,,,,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,2,3.0,6,7,4,5,4,5,5,5,5,6,6,5,5,6,6,7,4,6,4,7,5,5,4,4,6,Portuguese,1990.0,31.0,Male,Professional working proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
861,862,Employed full-time,Permanent Employee,0.0,,Portugal,Portalegre,South,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Financial and banking,,Consulting Business,,500 - 999 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,,Kotlin,,,,,,,,,,,,React,,,Spring,,Express,,,,,,,,,,,,Between 1 - 3 years,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,"]0%, 5%]",7,5.0,6,6,4,3,4,7,7,7,5,7,7,1,7,5,4,4,2,5,1,2,3,6,1,1,2,Portuguese,1981.0,40.0,Male,Native or bilingual proficiency,Self-taught,,Bachelor degree,Between 6 - 9 years,6+ years
862,863,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Mobile Apps Developer,,Mobile Apps Developer,Financial and banking,,Outsourcing,,100 - 499 employees,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xamarin,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,5,3.0,6,5,5,5,5,6,4,5,4,3,4,4,5,4,4,5,4,7,4,4,4,4,4,4,4,Portuguese,1996.0,25.0,Male,Professional working proficiency,University,,Bachelor degree,Less than 1 year,0 - 3 years
863,864,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Coimbra,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Web development or design,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,,,,,,Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,Angular/Angular.js,Ruby on Rails,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,"]5%,15%]",3,5.0,6,6,6,6,7,6,6,5,5,5,6,4,6,7,5,7,6,7,6,7,6,6,4,5,6,Portuguese,1996.0,25.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
864,865,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Financial and banking,,Consulting Business,,500 - 999 employees,JavaScript,,SQL,,C#,,,,,,,,,VB.NET,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,3,5.0,6,6,5,5,5,4,6,5,5,5,4,6,5,5,4,6,5,6,6,4,5,5,6,6,6,Portuguese,1979.0,42.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
865,866,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Back-End Developer,,Back-End Developer,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]0%, 5%]",5,4.0,6,6,5,5,6,5,5,5,5,5,6,5,5,6,5,7,5,6,5,6,4,5,5,5,5,Portuguese,1990.0,31.0,Male,Full professional proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
866,867,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,,Application Developer,Business Applications (BI/CRM/ERP),,Energy Management and HVAC Solutions,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Hasn't changed,5,2.0,7,5,6,6,6,6,7,7,6,4,6,5,6,6,5,6,4,6,5,5,5,6,4,5,5,Portuguese,1985.0,36.0,Male,Professional working proficiency,University,,Bachelor degree,More than 9 years,6+ years
867,868,Employed full-time,Permanent Employee,1.0,,Portugal,Santarém,Centre,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"No, full office job",,,Full Office Job,5.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,Consulting Business,,500 - 999 employees,JavaScript,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,2,3.0,6,6,5,6,6,5,5,4,4,3,4,4,4,3,4,5,3,4,3,5,3,7,4,5,5,Portuguese,1983.0,38.0,Male,Native or bilingual proficiency,University,,Bachelor degree,More than 9 years,6+ years
868,869,Employed full-time,Permanent Employee,0.0,,Portugal,Madeira,Azores and Madeira,Austria,Europe,International,,,"No, full office job",,,Full Office Job,5.0,Quality Assurance/Testing,,Quality Assurance/Testing,Software as a service (saas) development,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,3,5.0,5,5,7,7,5,5,5,6,6,5,4,4,5,2,4,6,4,5,5,5,4,5,2,6,6,Portuguese,1993.0,28.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
869,870,Employed full-time,Permanent Employee,0.0,,Portugal,Santarém,Centre,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"No, full office job",,,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,SQL,,C#,,,,,,,,,VB.NET,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,"]0%, 5%]",2,3.0,5,6,6,6,5,6,5,4,5,1,6,5,5,3,5,5,4,6,5,6,6,4,4,4,4,Portuguese,1994.0,27.0,Male,Limited working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
870,871,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Front-End Developer,,Front-End Developer,Information technology,,Corporate,,500 - 999 employees,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Hasn't changed,7,3.0,6,5,6,6,4,5,4,5,4,3,3,6,2,4,3,5,5,5,5,4,4,5,5,4,4,Portuguese,1987.0,34.0,Male,Full professional proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
871,872,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),3.0,Front-End Developer,,Front-End Developer,Web development or design,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,,PHP,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,Django,,,Vue.js,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",3,3.0,7,7,7,7,4,5,7,7,3,3,3,4,3,3,7,7,7,7,4,4,4,7,4,4,4,Portuguese,1994.0,27.0,Male,Full professional proficiency,Self-taught,,Bachelor degree,Between 3 - 6 years,3 - 6 years
872,873,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Vila Real,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Scrum Master,,Scrum Master,Software development - other,,Corporate,,500 - 999 employees,,Bash/Shell/PowerShell,SQL,Java,,Python,,,,,,,,VB.NET,,,Perl,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,Drupal,,,,,,,,Less than one year,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,6,4.0,7,7,6,6,6,7,6,6,5,5,6,5,6,6,6,7,5,6,6,6,6,7,6,6,7,French,1978.0,43.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
873,874,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Front-End Developer,,Front-End Developer,Web development or design,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,4,2.0,5,6,6,6,6,7,7,7,5,4,7,6,6,6,7,7,7,7,7,7,7,7,7,6,4,Portuguese,1980.0,41.0,Male,Professional working proficiency,University,,Bachelor degree,More than 9 years,6+ years
874,875,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Project Manager,,Project Manager,Consulting,,Corporate,,More than 5.000 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drupal,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Hasn't changed,4,4.0,5,5,7,7,6,7,7,5,7,7,5,6,7,6,6,6,6,6,6,6,6,6,6,6,6,Portuguese,1992.0,29.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
875,876,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Netherlands,Europe,International,,,Flexible between remote and office,5.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Technical Team Leader,,Technical Team Leader,,,Corporate,,1000 - 4.999 employees,JavaScript,,SQL,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,,,,,,,,,,,Outsystems,,Outsystems,,,,,Less than one year,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,"]0%, 5%]",5,1.0,7,7,4,7,7,7,7,6,7,3,7,7,7,7,7,7,4,7,5,7,4,4,2,2,4,Portuguese,1976.0,45.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
876,877,Employed full-time,Permanent Employee,0.0,,Portugal,Castelo Branco,Centre,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Scrum Master,,Scrum Master,Consulting,,Corporate,,More than 5.000 employees,,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]0%, 5%]",3,3.0,7,7,7,7,6,6,7,7,7,6,7,5,7,5,7,7,6,6,7,6,6,6,6,6,6,Portuguese,1980.0,41.0,Male,Full professional proficiency,Code bootcamp,,Bachelor degree,More than 9 years,6+ years
877,878,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Technical Team Leader,,Technical Team Leader,Consulting,,Nearshore (outsource business processes to companies in a nearby country),,500 - 999 employees,,Bash/Shell/PowerShell,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,5,2.0,6,5,4,4,6,6,6,5,4,3,6,6,6,4,4,7,3,4,4,5,5,5,4,5,5,Portuguese,1991.0,30.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
878,879,Employed full-time,Permanent Employee,0.0,,Portugal,Castelo Branco,Centre,No specific country,,International,,,"No, full office job",,,Full Office Job,7.0,Back-End Developer,,Back-End Developer,Consulting,,Corporate,,1000 - 4.999 employees,JavaScript,,SQL,Java,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,> €100.000,102500.0,100000.0,105000.0,102500,"]5%,15%]",3,3.0,6,5,7,6,7,4,6,6,5,3,6,7,6,4,6,7,4,7,7,6,7,4,4,7,4,Portuguese,1994.0,27.0,Female,Professional working proficiency,Code bootcamp,,Bachelor degree,Between 1 - 3 years,0 - 3 years
879,880,Employed full-time,Permanent Employee,1.0,,Portugal,Castelo Branco,Centre,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,Working remote because of Covid-19,Full Office Job,7.0,Full-Stack Developer,,Full-Stack Developer,Web development or design,,Consulting Business,,20 - 99 employees,JavaScript,,SQL,Java,C#,,,,C,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Increased more than 15%,2,3.0,7,6,6,7,4,5,2,5,4,4,4,2,4,4,3,5,2,6,5,6,4,4,4,4,4,Portuguese,1994.0,27.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
